timestamp,severity,checker,module,message
2025-12-01 02:18:57.219000,HIGH,error_message_checker,DBConfigStorage,Warning al leer trace calc_error
2025-12-01 02:18:57.219000,MEDIUM,warning_message_checker,DBConfigStorage,Warning al leer trace calc_error
2025-12-01 02:55:37.218000,LOW,capture_trigger_checker,MsmSystem,"Start code '2981732' received, requesting new capture with payload:{""IdRemito"":2981732,""FechaHora"":""2025-12-01T02:55:38.1339973-03:00"",""Especie"":197,""Largo"":""6800-7400 var"",""VolumenArbol"":0.14,""Categoria"":1,""TipoCamion"":null,""CantidadBancos"":0,""CantidadVehiculos"":0,""PesoNeto"":32.000,""PesoBruto"":46.740,""AlturaMaxima"":0.0,""Proveedor"":""no"",""IdModelo"":1,""Matricula"":""RAT1034"",""Establecimiento"":""Villarural S.A. - Next Gen SAS"",""DensidadMinima"":690.0,""DensidadMaxima"":790.0}"
2025-12-01 02:56:21.373000,MEDIUM,warning_checker,MsmSystem,"[LM-ULT1-M-0000190823] ID Manager: not vehicle ID available,"
2025-12-01 02:56:43.047000,MEDIUM,warning_checker,Main,"No se pudo insertar el valor, dejare la glosa de reemplazo category"
2025-12-01 02:56:43.051000,MEDIUM,warning_checker,Main,"No se pudo insertar el valor, dejare la glosa de reemplazo bark"
2025-12-01 02:56:43.066000,MEDIUM,warning_checker,Main,No se pudo insertar el valor solidVolumeReference
2025-12-01 02:56:43.078000,MEDIUM,warning_checker,Main,No se pudo insertar el valor stereoVolumeReference
2025-12-01 02:56:43.171000,HIGH,error_message_checker,WebserviceManager,"Error leyendo finalizacion del evento, se asume no finalizado"
2025-12-01 02:56:43.171000,MEDIUM,warning_checker,WebserviceManager,"Error leyendo finalizacion del evento, se asume no finalizado"
2025-12-01 02:57:01.123000,HIGH,error_message_checker,CalculateMLVolume,"{""process_id"":"""",""result"":""0.5406413699999999"",""model_name"":""una_grapada_72"",""error"":""""}"
2025-12-01 02:57:01.655000,HIGH,error_message_checker,CalculateMLVolume,"{""process_id"":"""",""result"":""0.5531622"",""model_name"":""una_grapada_72"",""error"":""""}"
2025-12-01 02:57:13.410000,LOW,capture_finalization_checker,Engine,Event LM-ULT1-M-0000190823 finalized as event_approved
2025-12-01 02:57:17.490000,MEDIUM,warning_checker,DBConfigStorage,Warning al leer trace solidVolumeReference
2025-12-01 02:57:17.490000,MEDIUM,warning_message_checker,DBConfigStorage,Warning al leer trace solidVolumeReference
2025-12-01 02:57:17.492000,MEDIUM,warning_checker,DBConfigStorage,Warning al leer trace solidVolumeOriginal
2025-12-01 02:57:17.492000,MEDIUM,warning_message_checker,DBConfigStorage,Warning al leer trace solidVolumeOriginal
2025-12-01 02:57:17.496000,MEDIUM,warning_checker,DBConfigStorage,Warning al leer trace stereoVolumeReference
2025-12-01 02:57:17.496000,MEDIUM,warning_message_checker,DBConfigStorage,Warning al leer trace stereoVolumeReference
2025-12-01 02:57:17.498000,MEDIUM,warning_checker,DBConfigStorage,Warning al leer trace stereoVolumeOriginal
2025-12-01 02:57:17.498000,MEDIUM,warning_message_checker,DBConfigStorage,Warning al leer trace stereoVolumeOriginal
2025-12-01 02:57:17.516000,HIGH,error_message_checker,DBConfigStorage,Warning al leer trace calc_error
2025-12-01 02:57:17.516000,MEDIUM,warning_message_checker,DBConfigStorage,Warning al leer trace calc_error
2025-12-01 03:27:03.117000,LOW,capture_trigger_checker,MsmSystem,"Start code '2981740' received, requesting new capture with payload:{""IdRemito"":2981740,""FechaHora"":""2025-12-01T03:27:03.8022215-03:00"",""Especie"":197,""Largo"":""6800-7400 var"",""VolumenArbol"":0.14,""Categoria"":1,""TipoCamion"":null,""CantidadBancos"":0,""CantidadVehiculos"":0,""PesoNeto"":31.000,""PesoBruto"":46.640,""AlturaMaxima"":0.0,""Proveedor"":""no"",""IdModelo"":1,""Matricula"":""QTP2695"",""Establecimiento"":""Villarural S.A. - Next Gen SAS"",""DensidadMinima"":689.0,""DensidadMaxima"":789.0}"
2025-12-01 03:27:56.356000,MEDIUM,warning_checker,MsmSystem,"[LM-ULT1-M-0000190824] ID Manager: not vehicle ID available,"
2025-12-01 03:28:20.882000,MEDIUM,warning_checker,Main,"No se pudo insertar el valor, dejare la glosa de reemplazo category"
2025-12-01 03:28:20.887000,MEDIUM,warning_checker,Main,"No se pudo insertar el valor, dejare la glosa de reemplazo bark"
2025-12-01 03:28:20.903000,MEDIUM,warning_checker,Main,No se pudo insertar el valor solidVolumeReference
2025-12-01 03:28:20.915000,MEDIUM,warning_checker,Main,No se pudo insertar el valor stereoVolumeReference
